model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,250,1,128,128,0.0001,,0.0005,300,10,"[3.1253, 0.0521]","[0.029, 0.0019]","[0.0271, 0.0015]","[0.0257, 0.0013]","[0.0324, 0.0025]","[0.0209, 0.0008]","[0.1069, 0.0038]","[0.0247, 0.0013]","[0.0222, 0.001]","[0.0209, 0.0009]","[0.0276, 0.0018]","[0.0153, 0.0005]","[0.0307, 0.0028]","[0.0911, 0.0056]","[0.1212, 0.0064]","[0.1506, 0.007]","[0.0526, 0.0044]","[0.2616, 0.0085]"
CVNCF,200,1,128,128,0.0001,,0.0005,300,10,"[3.1004, 0.052]","[0.0303, 0.0019]","[0.0282, 0.0016]","[0.0266, 0.0014]","[0.0343, 0.0026]","[0.0215, 0.0009]","[0.1125, 0.0041]","[0.0254, 0.0013]","[0.0232, 0.0011]","[0.0214, 0.0009]","[0.0284, 0.0019]","[0.0157, 0.0005]","[0.0328, 0.003]","[0.093, 0.0057]","[0.1269, 0.0066]","[0.1536, 0.007]","[0.0568, 0.0047]","[0.2704, 0.0086]"
CVNCF,150,1,128,128,0.0001,,0.0005,300,10,"[3.101, 0.0526]","[0.0314, 0.0019]","[0.0293, 0.0016]","[0.0276, 0.0014]","[0.0348, 0.0026]","[0.0221, 0.0009]","[0.109, 0.0039]","[0.0267, 0.0013]","[0.024, 0.0011]","[0.0219, 0.0009]","[0.0316, 0.002]","[0.0157, 0.0005]","[0.0343, 0.0029]","[0.0922, 0.0055]","[0.1233, 0.0063]","[0.1497, 0.0069]","[0.0533, 0.0043]","[0.2622, 0.0085]"
