model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,100,1,128,128,5e-05,,0.0001,100,5,"[2.4856, 0.0553]","[0.0554, 0.0027]","[0.0505, 0.0022]","[0.0468, 0.0019]","[0.0628, 0.0037]","[0.0352, 0.0012]","[0.155, 0.0047]","[0.0441, 0.0018]","[0.0384, 0.0014]","[0.0342, 0.0012]","[0.0553, 0.0028]","[0.0231, 0.0007]","[0.0598, 0.0036]","[0.1302, 0.0059]","[0.1675, 0.0065]","[0.1972, 0.007]","[0.0829, 0.0048]","[0.3206, 0.0082]"
CVNCF,100,1,128,128,5e-05,,0.0005,100,5,"[2.4411, 0.0551]","[0.0535, 0.0026]","[0.0492, 0.0022]","[0.0459, 0.0019]","[0.0602, 0.0036]","[0.0353, 0.0012]","[0.1557, 0.0046]","[0.0438, 0.0018]","[0.0387, 0.0014]","[0.0348, 0.0012]","[0.0522, 0.0026]","[0.0237, 0.0007]","[0.0556, 0.0035]","[0.1297, 0.0058]","[0.1688, 0.0065]","[0.1998, 0.007]","[0.0805, 0.0046]","[0.3273, 0.0083]"
CVNCF,100,1,128,128,5e-05,,0.001,100,5,"[2.4858, 0.0552]","[0.0514, 0.0026]","[0.0476, 0.0021]","[0.0447, 0.0019]","[0.057, 0.0034]","[0.0345, 0.0012]","[0.1518, 0.0045]","[0.043, 0.0018]","[0.0381, 0.0014]","[0.0344, 0.0012]","[0.0506, 0.0026]","[0.0233, 0.0007]","[0.0549, 0.0034]","[0.1274, 0.0058]","[0.1664, 0.0065]","[0.1986, 0.0071]","[0.0778, 0.0046]","[0.3219, 0.0082]"
CVNCF,100,1,128,128,0.0001,,0.0001,100,5,"[2.471, 0.0554]","[0.056, 0.0027]","[0.0511, 0.0022]","[0.0474, 0.002]","[0.063, 0.0036]","[0.0356, 0.0012]","[0.1549, 0.0046]","[0.0451, 0.0019]","[0.039, 0.0015]","[0.035, 0.0012]","[0.0557, 0.0027]","[0.0233, 0.0007]","[0.0588, 0.0035]","[0.1327, 0.0059]","[0.1687, 0.0066]","[0.1993, 0.007]","[0.0833, 0.0047]","[0.3219, 0.0083]"
CVNCF,100,1,128,128,0.0001,,0.0005,100,5,"[2.5235, 0.0554]","[0.0517, 0.0026]","[0.0475, 0.0022]","[0.0443, 0.0019]","[0.058, 0.0036]","[0.0338, 0.0012]","[0.1477, 0.0044]","[0.0423, 0.0018]","[0.0371, 0.0014]","[0.0335, 0.0012]","[0.0515, 0.0027]","[0.0226, 0.0007]","[0.0523, 0.0033]","[0.1253, 0.0057]","[0.1613, 0.0064]","[0.1923, 0.0069]","[0.077, 0.0045]","[0.312, 0.0081]"
CVNCF,100,1,128,128,0.0001,,0.001,100,5,"[2.6327, 0.0551]","[0.0468, 0.0025]","[0.0434, 0.0021]","[0.0406, 0.0018]","[0.0518, 0.0033]","[0.0315, 0.0012]","[0.1384, 0.0043]","[0.0394, 0.0017]","[0.0346, 0.0014]","[0.031, 0.0012]","[0.0463, 0.0025]","[0.0217, 0.0007]","[0.0488, 0.0032]","[0.1155, 0.0056]","[0.1493, 0.0062]","[0.1769, 0.0066]","[0.0694, 0.0043]","[0.2983, 0.008]"
CVNCF,100,1,128,128,0.001,,0.0001,100,5,"[2.8444, 0.0542]","[0.0367, 0.0022]","[0.0347, 0.0018]","[0.033, 0.0016]","[0.0396, 0.0029]","[0.0268, 0.0011]","[0.1181, 0.0038]","[0.0328, 0.0016]","[0.0294, 0.0013]","[0.027, 0.0011]","[0.036, 0.0022]","[0.0198, 0.0007]","[0.0363, 0.0027]","[0.0923, 0.0049]","[0.1231, 0.0056]","[0.1499, 0.0061]","[0.0511, 0.0037]","[0.2693, 0.0077]"
CVNCF,100,1,128,128,0.001,,0.0005,100,5,"[3.0973, 0.0533]","[0.0324, 0.0021]","[0.03, 0.0017]","[0.0283, 0.0015]","[0.036, 0.0028]","[0.0229, 0.001]","[0.1014, 0.0036]","[0.0268, 0.0015]","[0.0244, 0.0012]","[0.0226, 0.001]","[0.0321, 0.0021]","[0.0171, 0.0006]","[0.0329, 0.0025]","[0.0751, 0.0045]","[0.1019, 0.0052]","[0.124, 0.0056]","[0.0458, 0.0035]","[0.2285, 0.0072]"
CVNCF,100,1,128,128,0.001,,0.001,100,5,"[3.2547, 0.0524]","[0.0276, 0.0019]","[0.026, 0.0016]","[0.0248, 0.0014]","[0.0301, 0.0026]","[0.0204, 0.0009]","[0.0896, 0.0034]","[0.024, 0.0014]","[0.0219, 0.0011]","[0.0205, 0.001]","[0.0279, 0.002]","[0.0155, 0.0006]","[0.0269, 0.0023]","[0.0661, 0.0042]","[0.0889, 0.0048]","[0.1099, 0.0053]","[0.039, 0.0033]","[0.2065, 0.007]"
CVNCF,200,1,128,128,5e-05,,0.0001,100,5,"[2.517, 0.0557]","[0.0533, 0.0026]","[0.0485, 0.0021]","[0.045, 0.0019]","[0.0605, 0.0035]","[0.0334, 0.0011]","[0.15, 0.0046]","[0.0429, 0.0018]","[0.0368, 0.0014]","[0.0326, 0.0011]","[0.0525, 0.0026]","[0.0215, 0.0006]","[0.0568, 0.0035]","[0.1327, 0.0059]","[0.1674, 0.0066]","[0.1959, 0.007]","[0.0822, 0.0047]","[0.3105, 0.0082]"
