model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[2.4695, 0.0553]","[0.0555, 0.0027]","[0.0507, 0.0022]","[0.047, 0.0019]","[0.0629, 0.0036]","[0.0355, 0.0012]","[0.1561, 0.0047]","[0.0447, 0.0019]","[0.0386, 0.0015]","[0.0345, 0.0012]","[0.0556, 0.0028]","[0.0233, 0.0007]","[0.0605, 0.0036]","[0.1322, 0.0059]","[0.1688, 0.0066]","[0.1985, 0.007]","[0.0839, 0.0048]","[0.322, 0.0083]"
E-VNCF,100,1,128,128,5e-05,,0.0005,100,5,"[2.4519, 0.0551]","[0.053, 0.0026]","[0.0489, 0.0022]","[0.0457, 0.0019]","[0.0594, 0.0036]","[0.0351, 0.0012]","[0.1543, 0.0046]","[0.0441, 0.0018]","[0.0383, 0.0014]","[0.0347, 0.0012]","[0.0521, 0.0027]","[0.0236, 0.0007]","[0.0549, 0.0034]","[0.1293, 0.0058]","[0.167, 0.0065]","[0.2002, 0.007]","[0.0775, 0.0046]","[0.3278, 0.0083]"
E-VNCF,100,1,128,128,5e-05,,0.001,100,5,"[2.525, 0.0554]","[0.0526, 0.0026]","[0.0482, 0.0022]","[0.045, 0.0019]","[0.0594, 0.0035]","[0.0343, 0.0012]","[0.1495, 0.0045]","[0.0426, 0.0018]","[0.0375, 0.0014]","[0.0339, 0.0012]","[0.0514, 0.0026]","[0.0229, 0.0007]","[0.0562, 0.0035]","[0.1243, 0.0057]","[0.1604, 0.0064]","[0.1903, 0.0068]","[0.0775, 0.0046]","[0.3121, 0.0081]"
E-VNCF,100,1,128,128,0.0001,,0.0001,100,5,"[2.4564, 0.0553]","[0.0578, 0.0027]","[0.0523, 0.0023]","[0.0482, 0.002]","[0.0664, 0.0037]","[0.0359, 0.0012]","[0.1576, 0.0047]","[0.0455, 0.0018]","[0.0388, 0.0014]","[0.0346, 0.0012]","[0.0571, 0.0028]","[0.0232, 0.0007]","[0.0617, 0.0036]","[0.134, 0.006]","[0.1686, 0.0066]","[0.1988, 0.007]","[0.0861, 0.0048]","[0.3214, 0.0082]"
E-VNCF,100,1,128,128,0.0001,,0.0005,100,5,"[2.5076, 0.0549]","[0.0516, 0.0026]","[0.0474, 0.0022]","[0.0443, 0.0019]","[0.0584, 0.0036]","[0.0341, 0.0012]","[0.1498, 0.0045]","[0.0421, 0.0018]","[0.0368, 0.0014]","[0.0338, 0.0012]","[0.0507, 0.0026]","[0.0232, 0.0007]","[0.0528, 0.0033]","[0.1226, 0.0057]","[0.1593, 0.0064]","[0.1936, 0.0069]","[0.075, 0.0045]","[0.319, 0.0082]"
E-VNCF,100,1,128,128,0.0001,,0.001,100,5,"[2.7591, 0.0549]","[0.0407, 0.0023]","[0.0382, 0.0019]","[0.0362, 0.0017]","[0.0441, 0.003]","[0.0289, 0.0011]","[0.1266, 0.004]","[0.0353, 0.0016]","[0.0319, 0.0013]","[0.0291, 0.0011]","[0.0408, 0.0023]","[0.0206, 0.0007]","[0.04, 0.0028]","[0.1039, 0.0053]","[0.1381, 0.0061]","[0.1651, 0.0065]","[0.0622, 0.0041]","[0.2811, 0.0079]"
E-VNCF,100,1,128,128,0.001,,0.0001,100,5,"[2.7089, 0.0551]","[0.046, 0.0025]","[0.0421, 0.002]","[0.0393, 0.0018]","[0.0518, 0.0033]","[0.0303, 0.0011]","[0.1325, 0.0042]","[0.0373, 0.0017]","[0.0327, 0.0014]","[0.0296, 0.0011]","[0.0457, 0.0025]","[0.0208, 0.0007]","[0.047, 0.0032]","[0.106, 0.0052]","[0.1383, 0.0059]","[0.1659, 0.0064]","[0.0663, 0.0042]","[0.283, 0.0079]"
E-VNCF,100,1,128,128,0.001,,0.0005,100,5,"[3.3002, 0.0521]","[0.0265, 0.0019]","[0.025, 0.0016]","[0.0239, 0.0014]","[0.0286, 0.0025]","[0.0199, 0.0009]","[0.0861, 0.0033]","[0.0232, 0.0014]","[0.0214, 0.0011]","[0.0201, 0.001]","[0.026, 0.0019]","[0.0152, 0.0006]","[0.0257, 0.0023]","[0.0616, 0.004]","[0.0851, 0.0047]","[0.1065, 0.0053]","[0.0348, 0.003]","[0.1995, 0.0069]"
E-VNCF,100,1,128,128,0.001,,0.001,100,5,"[3.2892, 0.0527]","[0.0282, 0.0019]","[0.0265, 0.0016]","[0.0251, 0.0014]","[0.0307, 0.0026]","[0.0204, 0.0009]","[0.0879, 0.0034]","[0.0243, 0.0014]","[0.0221, 0.0011]","[0.0203, 0.001]","[0.0287, 0.002]","[0.0151, 0.0006]","[0.0286, 0.0024]","[0.0674, 0.0043]","[0.0899, 0.0049]","[0.1089, 0.0054]","[0.0398, 0.0032]","[0.1978, 0.0069]"
E-VNCF,200,1,128,128,5e-05,,0.0001,100,5,"[2.5305, 0.0555]","[0.0534, 0.0026]","[0.0484, 0.0022]","[0.0448, 0.0019]","[0.0604, 0.0036]","[0.0334, 0.0011]","[0.1496, 0.0046]","[0.0428, 0.0018]","[0.0362, 0.0014]","[0.0324, 0.0011]","[0.0537, 0.0027]","[0.0217, 0.0006]","[0.0563, 0.0035]","[0.1308, 0.006]","[0.1631, 0.0065]","[0.1939, 0.007]","[0.083, 0.0048]","[0.3109, 0.0082]"
E-VNCF,200,1,128,128,5e-05,,0.0005,100,5,"[2.4607, 0.0554]","[0.0532, 0.0026]","[0.0489, 0.0022]","[0.0457, 0.0019]","[0.0599, 0.0035]","[0.0349, 0.0012]","[0.1542, 0.0046]","[0.0436, 0.0018]","[0.0384, 0.0014]","[0.0344, 0.0012]","[0.0523, 0.0026]","[0.0233, 0.0007]","[0.057, 0.0035]","[0.13, 0.0058]","[0.1688, 0.0065]","[0.1999, 0.007]","[0.0795, 0.0046]","[0.3243, 0.0083]"
E-VNCF,200,1,128,128,5e-05,,0.001,100,5,"[2.5652, 0.0554]","[0.0492, 0.0025]","[0.0455, 0.0021]","[0.0427, 0.0018]","[0.0545, 0.0034]","[0.033, 0.0012]","[0.1444, 0.0044]","[0.0411, 0.0017]","[0.0365, 0.0014]","[0.033, 0.0012]","[0.0478, 0.0025]","[0.0222, 0.0007]","[0.0509, 0.0033]","[0.1218, 0.0057]","[0.1582, 0.0063]","[0.1868, 0.0068]","[0.073, 0.0044]","[0.3057, 0.0081]"
E-VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[2.4717, 0.0553]","[0.0544, 0.0026]","[0.0494, 0.0022]","[0.0457, 0.0019]","[0.0617, 0.0036]","[0.0342, 0.0012]","[0.1541, 0.0046]","[0.0433, 0.0018]","[0.037, 0.0014]","[0.0333, 0.0012]","[0.0544, 0.0027]","[0.0223, 0.0006]","[0.0586, 0.0036]","[0.1317, 0.0059]","[0.1674, 0.0065]","[0.1993, 0.007]","[0.085, 0.0048]","[0.3215, 0.0082]"
E-VNCF,200,1,128,128,0.0001,,0.0005,100,5,"[2.5604, 0.0548]","[0.048, 0.0025]","[0.0442, 0.0021]","[0.0415, 0.0018]","[0.0533, 0.0033]","[0.0324, 0.0012]","[0.1437, 0.0043]","[0.0394, 0.0017]","[0.0352, 0.0014]","[0.032, 0.0012]","[0.0483, 0.0025]","[0.0226, 0.0007]","[0.0483, 0.0032]","[0.1171, 0.0055]","[0.1541, 0.0063]","[0.1836, 0.0067]","[0.0738, 0.0045]","[0.3119, 0.0081]"
E-VNCF,200,1,128,128,0.0001,,0.001,100,5,"[2.7727, 0.0548]","[0.0404, 0.0023]","[0.0377, 0.0019]","[0.0357, 0.0017]","[0.0444, 0.0031]","[0.0285, 0.0011]","[0.125, 0.004]","[0.0347, 0.0016]","[0.0311, 0.0013]","[0.0285, 0.0011]","[0.04, 0.0023]","[0.0203, 0.0007]","[0.0405, 0.0029]","[0.0991, 0.0051]","[0.1316, 0.0058]","[0.1601, 0.0064]","[0.0568, 0.0038]","[0.2775, 0.0079]"
