model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
E-NCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.4809,0.514,0.3892,0.5211
E-NCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.4754,0.508,0.3838,0.514
E-NCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.4708,0.5012,0.3783,0.5057
E-NCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.4805,0.5121,0.3867,0.5173
E-NCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.4765,0.5073,0.3828,0.5118
E-NCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.483,0.5142,0.3881,0.5186
E-NCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.4834,0.514,0.3871,0.5169
E-NCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.4844,0.515,0.3878,0.5183
E-NCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.4836,0.5137,0.3864,0.516
E-NCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.4899,0.5221,0.394,0.5267
E-NCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.4894,0.521,0.3933,0.5254
E-NCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.4892,0.5197,0.3916,0.5226
E-NCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.4906,0.5219,0.3939,0.5257
E-NCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.4957,0.5281,0.3984,0.5324
E-NCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.4916,0.5221,0.3934,0.5249
E-NCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.4932,0.5246,0.396,0.5282
E-NCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.4934,0.5239,0.3942,0.5264
E-NCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.4954,0.527,0.3976,0.5307
E-NCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.495,0.5258,0.3955,0.5283
E-NCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.4952,0.5255,0.3955,0.5274
E-NCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,0.4957,0.5269,0.3973,0.5298
E-NCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,0.5003,0.5316,0.4009,0.5344
E-NCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,0.4943,0.5243,0.3948,0.5262
E-NCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,0.5008,0.5323,0.4016,0.5357
E-NCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,0.4956,0.5264,0.3961,0.5286
E-NCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,0.4971,0.5283,0.3982,0.5312
E-NCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,0.4993,0.5294,0.3986,0.5313
E-NCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,0.498,0.5291,0.3988,0.5313
E-NCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,0.4953,0.5261,0.3965,0.5281
E-NCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,0.4982,0.5289,0.3976,0.5303
CE-NCF,200,1,128,128,0.0001,10,0.0005,10,5,Adam,0.2884,0.3076,0.2324,0.3097
CE-NCF,200,1,128,128,0.0001,10,0.0005,20,5,Adam,0.3003,0.3186,0.2382,0.3178
CE-NCF,200,1,128,128,0.0001,10,0.0005,30,5,Adam,0.3186,0.3378,0.2519,0.336
CE-NCF,200,1,128,128,0.0001,10,0.0005,40,5,Adam,0.3239,0.343,0.2562,0.3411
CE-NCF,200,1,128,128,0.0001,10,0.0005,50,5,Adam,0.3267,0.3452,0.2577,0.3427
CE-NCF,200,1,128,128,0.0001,10,0.0005,60,5,Adam,0.3279,0.3462,0.259,0.3435
CE-NCF,200,1,128,128,0.0001,10,0.0005,70,5,Adam,0.3414,0.3602,0.2685,0.3571
CE-NCF,200,1,128,128,0.0001,10,0.0005,80,5,Adam,0.338,0.3566,0.2664,0.3533
CE-NCF,200,1,128,128,0.0001,10,0.0005,90,5,Adam,0.3429,0.3619,0.2701,0.3586
CE-NCF,200,1,128,128,0.0001,10,0.0005,100,5,Adam,0.3446,0.3632,0.271,0.3598
CE-NCF,200,1,128,128,0.0001,10,0.0005,110,5,Adam,0.35,0.3685,0.2747,0.3641
CE-NCF,200,1,128,128,0.0001,10,0.0005,120,5,Adam,0.3535,0.372,0.2763,0.3668
CE-NCF,200,1,128,128,0.0001,10,0.0005,130,5,Adam,0.3578,0.376,0.2792,0.3705
CE-NCF,200,1,128,128,0.0001,10,0.0005,140,5,Adam,0.3567,0.3749,0.2782,0.3696
CE-NCF,200,1,128,128,0.0001,10,0.0005,150,5,Adam,0.3603,0.3792,0.2822,0.3746
CE-NCF,200,1,128,128,0.0001,10,0.0005,160,5,Adam,0.3629,0.3815,0.2836,0.3765
CE-NCF,200,1,128,128,0.0001,10,0.0005,170,5,Adam,0.3612,0.3796,0.2818,0.374
CE-NCF,200,1,128,128,0.0001,10,0.0005,180,5,Adam,0.3667,0.3855,0.2868,0.3809
CE-NCF,200,1,128,128,0.0001,10,0.0005,190,5,Adam,0.3709,0.3895,0.2889,0.3832
CE-NCF,200,1,128,128,0.0001,10,0.0005,200,5,Adam,0.3648,0.3829,0.2847,0.3773
CE-NCF,200,1,128,128,0.0001,10,0.0005,210,5,Adam,0.3639,0.3819,0.2838,0.376
CE-NCF,200,1,128,128,0.0001,10,0.0005,220,5,Adam,0.3717,0.3902,0.2908,0.3846
CE-NCF,200,1,128,128,0.0001,10,0.0005,230,5,Adam,0.3714,0.3897,0.2897,0.3837
CE-NCF,200,1,128,128,0.0001,10,0.0005,240,5,Adam,0.3682,0.3864,0.2871,0.3805
CE-NCF,200,1,128,128,0.0001,10,0.0005,250,5,Adam,0.3689,0.3867,0.2884,0.3807
CE-NCF,200,1,128,128,0.0001,10,0.0005,260,5,Adam,0.37,0.3881,0.2885,0.382
CE-NCF,200,1,128,128,0.0001,10,0.0005,270,5,Adam,0.3766,0.3953,0.2937,0.3889
CE-NCF,200,1,128,128,0.0001,10,0.0005,280,5,Adam,0.377,0.3947,0.2935,0.3877
CE-NCF,200,1,128,128,0.0001,10,0.0005,290,5,Adam,0.3759,0.3945,0.2938,0.3888
CE-NCF,200,1,128,128,0.0001,10,0.0005,300,5,Adam,0.3761,0.3937,0.2931,0.3869
CE-VNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.4243,0.4487,0.341,0.4524
CE-VNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.4107,0.435,0.3305,0.438
CE-VNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.4195,0.4455,0.3377,0.4494
CE-VNCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.4293,0.4555,0.3439,0.4587
CE-VNCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.4382,0.4652,0.3502,0.4682
CE-VNCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.4434,0.4718,0.3555,0.4755
CE-VNCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.4477,0.4768,0.3597,0.4812
CE-VNCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.4509,0.4801,0.3612,0.4839
CE-VNCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.4549,0.4839,0.3644,0.4876
CE-VNCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.4578,0.488,0.3674,0.4925
CE-VNCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.4584,0.4884,0.3682,0.493
CE-VNCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.4633,0.4938,0.3715,0.4984
CE-VNCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.4649,0.4959,0.3738,0.501
CE-VNCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.4659,0.4967,0.3741,0.5016
CE-VNCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.4674,0.4985,0.3757,0.5038
CE-VNCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.4708,0.5019,0.3783,0.5069
