model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
E-NCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.4729,0.5058,0.384,0.5139
E-NCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.4712,0.5032,0.38,0.5089
E-NCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.4753,0.5075,0.3844,0.5141
E-NCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.4765,0.507,0.3822,0.5105
E-NCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.4779,0.509,0.3848,0.5139
E-NCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.4776,0.508,0.3834,0.512
E-NCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.4755,0.5057,0.3818,0.5096
E-NCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.4812,0.5124,0.3862,0.5159
E-NCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.4864,0.5188,0.3922,0.5241
E-NCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.4845,0.5158,0.3891,0.5197
E-NCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.4827,0.5133,0.3873,0.5172
E-NCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.4887,0.5193,0.3919,0.5226
E-NCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.4882,0.5194,0.3919,0.5229
E-NCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.4911,0.5228,0.395,0.5272
E-NCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.4963,0.5281,0.3982,0.5319
E-NCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.4934,0.5244,0.396,0.5283
E-NCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.4943,0.5253,0.3965,0.5284
E-NCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.4965,0.5279,0.399,0.5318
E-NCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.4991,0.5307,0.4007,0.5345
E-NCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.4952,0.5257,0.3963,0.5283
E-NCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,0.4971,0.528,0.3984,0.531
E-NCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,0.5046,0.5364,0.4059,0.5409
E-NCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,0.5057,0.5381,0.4064,0.5419
E-NCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,0.4992,0.531,0.4004,0.5343
E-NCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,0.4983,0.5285,0.3985,0.5306
E-NCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,0.5026,0.5342,0.4033,0.5378
E-NCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,0.4995,0.53,0.3996,0.5323
E-NCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,0.5045,0.5357,0.4046,0.5391
E-NCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,0.5047,0.5353,0.4037,0.5376
E-NCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,0.5023,0.5337,0.4027,0.5368
CE-NCF,200,1,128,128,0.0001,10,0.0005,10,5,Adam,0.2904,0.3104,0.2339,0.3121
CE-NCF,200,1,128,128,0.0001,10,0.0005,20,5,Adam,0.3055,0.3243,0.2413,0.3225
CE-NCF,200,1,128,128,0.0001,10,0.0005,30,5,Adam,0.3127,0.3313,0.2477,0.3299
CE-NCF,200,1,128,128,0.0001,10,0.0005,40,5,Adam,0.3286,0.3472,0.2585,0.3447
CE-NCF,200,1,128,128,0.0001,10,0.0005,50,5,Adam,0.3273,0.3454,0.2575,0.3425
CE-NCF,200,1,128,128,0.0001,10,0.0005,60,5,Adam,0.3337,0.3521,0.2621,0.3492
CE-NCF,200,1,128,128,0.0001,10,0.0005,70,5,Adam,0.3376,0.3556,0.2645,0.352
CE-NCF,200,1,128,128,0.0001,10,0.0005,80,5,Adam,0.3351,0.3535,0.2634,0.3503
CE-NCF,200,1,128,128,0.0001,10,0.0005,90,5,Adam,0.3403,0.3589,0.2669,0.3552
CE-NCF,200,1,128,128,0.0001,10,0.0005,100,5,Adam,0.3453,0.3636,0.2698,0.3591
CE-NCF,200,1,128,128,0.0001,10,0.0005,110,5,Adam,0.3493,0.3678,0.273,0.3634
CE-NCF,200,1,128,128,0.0001,10,0.0005,120,5,Adam,0.3487,0.3668,0.2727,0.3624
CE-NCF,200,1,128,128,0.0001,10,0.0005,130,5,Adam,0.3553,0.3741,0.2772,0.3693
CE-NCF,200,1,128,128,0.0001,10,0.0005,140,5,Adam,0.3514,0.3699,0.2745,0.3654
CE-NCF,200,1,128,128,0.0001,10,0.0005,150,5,Adam,0.355,0.3731,0.2766,0.3679
CE-NCF,200,1,128,128,0.0001,10,0.0005,160,5,Adam,0.3598,0.3777,0.28,0.3716
CE-NCF,200,1,128,128,0.0001,10,0.0005,170,5,Adam,0.3584,0.3767,0.2796,0.3718
CE-NCF,200,1,128,128,0.0001,10,0.0005,180,5,Adam,0.3588,0.3763,0.2789,0.3704
CE-NCF,200,1,128,128,0.0001,10,0.0005,190,5,Adam,0.3643,0.3819,0.2829,0.3756
CE-NCF,200,1,128,128,0.0001,10,0.0005,200,5,Adam,0.3659,0.3835,0.284,0.3773
CE-NCF,200,1,128,128,0.0001,10,0.0005,210,5,Adam,0.3668,0.3843,0.284,0.3775
CE-NCF,200,1,128,128,0.0001,10,0.0005,220,5,Adam,0.3682,0.3859,0.286,0.3796
CE-NCF,200,1,128,128,0.0001,10,0.0005,230,5,Adam,0.3701,0.3878,0.2874,0.3819
CE-NCF,200,1,128,128,0.0001,10,0.0005,240,5,Adam,0.3684,0.3858,0.2857,0.379
CE-NCF,200,1,128,128,0.0001,10,0.0005,250,5,Adam,0.3732,0.3912,0.2901,0.3851
CE-NCF,200,1,128,128,0.0001,10,0.0005,260,5,Adam,0.3704,0.3882,0.2874,0.3819
CE-NCF,200,1,128,128,0.0001,10,0.0005,270,5,Adam,0.3756,0.3935,0.2911,0.3865
CE-NCF,200,1,128,128,0.0001,10,0.0005,280,5,Adam,0.375,0.3926,0.2901,0.3855
CE-NCF,200,1,128,128,0.0001,10,0.0005,290,5,Adam,0.3774,0.3947,0.2924,0.3878
CE-NCF,200,1,128,128,0.0001,10,0.0005,300,5,Adam,0.3742,0.3918,0.2899,0.3847
CE-VNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.4227,0.4479,0.341,0.4524
CE-VNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.4129,0.438,0.333,0.4422
CE-VNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.4204,0.4467,0.3385,0.451
